voltage,label
1.296072265408901,2
1.893895668185174,2
2.4732053999667727,2
3.015215464368385,2
3.503836910242517,2
3.926709740132596,2
4.275831088583075,2
4.547726473535542,2
4.743184564777792,2
4.866638243681574,2
4.925310753567214,2
4.928255243695555,2
4.885405253107753,2
4.806729670292714,2
4.701554864094101,2
4.578084608472209,2
4.443119737626972,2
4.301957816680504,2
4.158440900102979,2
4.01511624199738,2
3.8734757726556905,2
3.7342391383524545,2
3.59764175174902,2
3.463690040076836,2
3.332355637746206,2
3.2036950881498787,2
3.0778946154817057,2
2.9552493876475543,2
2.836097838095257,2
2.720744155110444,2
2.6094073671549327,2
2.5022260222333355,2
2.3993269802995276,2
2.3009461131727305,2
2.207573956147429,2
2.120089062934349,2
2.0398352943244737,2
1.9686027416342595,2
1.9084910551038827,2
1.8616642845504419,2
1.8300365835188857,2
1.814948080329314,2
1.8168948611836653,2
1.8353670110771796,2
1.8688281463834338,2
1.9148429100645397,2
1.970328622201978,2
2.0318789187641686,2
2.09609058974254,2
2.159829152026406,2
2.22039249621422,2
2.2755620589336822,2
2.3235543397528633,2
2.3629001700759944,2
2.392290238139826,2
2.410432405228455,2
2.415960785569587,2
2.407415808482808,2
2.3832900186203574,2
2.3421214185717947,2
2.2826192535331065,2
2.203817679518027,2
2.1052576986558558,2
1.9871899504343258,2
1.850774264134394,2
1.6982376531301537,2
1.5329494824452936,2
1.35938094350442,2
1.1829310110267437,2
1.0096187385720117,2
0.8456594204582409,2
0.6969594723450823,2
0.5685833056435262,2
0.46426148863352185,2
0.3860132709772626,2
0.3339424631172696,2
0.30623884870291124,2
0.2993872858373908,2
0.308559323335191,2
0.3281389592481816,2
0.3523155609365377,2
0.3756654384103593,2
0.3936434087545136,2
0.4029201716829784,2
0.40153008756337477,2
0.3888313277710149,2
0.36531548841572253,2
0.33232548703341613,2
0.29174429693834625,2
0.2457063537349797,2
0.19636559262003303,2
0.14573524746432515,2
